rms_id,category,title,verdict,flags,imgW,imgH,frameCoverage,solvedScale,unclampedScale,url
2970,seating,"ADELAIDE ANTIQUE ARM CHAIR",BROKEN,MEASURE_FAIL|LOW_RES,201,286,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/chair-lounge/ADELAIDE%20Chair%200.png
2996,tables,"ACELIN LIGHT SIDE TABLE",BROKEN,MEASURE_FAIL|LOW_RES,73,230,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/side-tables/ACELIN%20Table.png
2994,tables,"ABIGALE DARK SIDE TABLE",BROKEN,MEASURE_FAIL|LOW_RES,74,231,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/side-tables/ABIGALE%20Table%200.png
2861,tables,"AARON MATTE BLACK PLANK COFFEE TABLE",BROKEN,MEASURE_FAIL|LOW_RES,373,145,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/coffeetables/AARON%20Coffee%20Table%200.png
2491,tableware,"ADONIS GLASSWARE",BROKEN,MEASURE_FAIL|LOW_RES,366,273,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tablewear/glassware/ADONIS%20Set.png
4018,styling,"AGATHA RUSTIC MINI VASES",BROKEN,MEASURE_FAIL|LOW_RES,191,111,0.986,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/AGATHA%20Rustic%20Large.png
4015,styling,"AHSTA 31\" CREAM TERRACOTTA VASE",BROKEN,MEASURE_FAIL|LOW_RES,158,280,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/AHSTA%2031%20Vase.png
590,serveware,"ALEXANDER DECANTER",BROKEN,MEASURE_FAIL|LOW_RES,114,245,0.991,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/serveware/ALEXANDER%20Decanter%200.png
3479,tableware,"AKOYA",BROKEN,MEASURE_FAIL|LOW_RES,393,285,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tablewear/dinnerware/AKOYA%20Set.png
3709,seating,"ALORA BOTANICAL SCULPTURAL CHAIR",BROKEN,MEASURE_FAIL|LOW_RES,275,263,0.996,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/chair-lounge/ALORA%20Botanical%20Chair%200.png
3443,tableware,"ALLIRA CUT GLASSWARE",BROKEN,MEASURE_FAIL|LOW_RES,297,286,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tablewear/glassware/ALLIRA%20Set.png
3064,styling,"MELTING DISCO BALL",BROKEN,MEASURE_FAIL|LOW_RES,208,159,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/ADELE%20Melting%20Disco.png
2650,pillows-throws,"ALPACA LINEAR GREY/BLACK THROW",AT_RISK,LOW_RES,400,300,0.420,0.750,0.712,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/throws/ALPACA%20Linear.png
3211,seating,"ALISTAIR GREEN LEATHER BENCH",BROKEN,MEASURE_FAIL|LOW_RES,364,124,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/bench/ALISTAIR%20Bench%200.png
3468,candlelight,"ALABASTER VOTIVE",BROKEN,MEASURE_FAIL|LOW_RES,126,152,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/candlelight/ALABASTER%204.5.png
2647,pillows-throws,"ALPACA SNAKE THROW",AT_RISK,LOW_RES,400,300,0.363,0.766,0.766,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/throws/ALPACA%20Snake%20Oatmeal.png
2690,tableware,"ALTA MATTE SILVER FLATWARE",BROKEN,MEASURE_FAIL|LOW_RES,184,287,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tablewear/flatware/ALTA%20Set.PNG
2648,pillows-throws,"ALPACA SUN OATMEAL/BLACK THROW",AT_RISK,LOW_RES,400,300,0.416,0.750,0.715,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/throws/ALPACA%20Sun.png
3484,tableware,"ALUMINA",BROKEN,MEASURE_FAIL|LOW_RES,389,255,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tablewear/dinnerware/ALUMINA%20Set.png
2613,candlelight,"AMALIA SMOKE CUT GLASS VOTIVE",BROKEN,MEASURE_FAIL|LOW_RES,234,241,0.996,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/candlelight/AMALIA%20Votive%201.png
live-amitola-led-corner-light,lighting,"AMITOLA LED CORNER LIGHT",BROKEN,MEASURE_FAIL|LOW_RES,27,272,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/lighting/special/AMITOLA%20Led%20Corner%20Light.png
2649,pillows-throws,"ALPACA ONO GREY/BLACK THROW",BROKEN,LOW_RES|CLAMP_MASSIVE,274,274,0.644,0.750,0.622,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/throws/ALPACA%20Ono.png
3523,serveware,"ALVINA GREY MARBLE TRAY",BROKEN,LOW_RES|CLAMP_MASSIVE,366,366,0.389,0.750,0.610,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/serveware/ALVINA%20Marble%20Tray.png
MANUAL-6e8d3074,seating,"AMANITA BAR STOOL",BROKEN,MEASURE_FAIL|LOW_RES,185,254,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/MANUAL-6e8d3074/8391db18c97293e4.png
MANUAL-c800807d,tables,"AMBROSE MAHOGANY KINGS DINING TABLE",AT_RISK,LOW_RES,800,600,0.472,0.886,0.886,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/MANUAL-c800807d/9095af3d0a8ec715.png
4046,lighting,"ANNU 40\" WALNUT HOOP CHANDELIER",BROKEN,MEASURE_FAIL|LOW_RES,368,278,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/lighting/hanging/ANNU%2040in%20Hoop.png
44,seating,"AMUN BROWN LEATHER BUTTERFLY CHAIR",BROKEN,MEASURE_FAIL|LOW_RES,218,256,0.996,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/chair-lounge/AMUN%20Chair%200.png
3422,tableware,"ANASTASIA ANTIQUE SILVER FLATWARE",BROKEN,MEASURE_FAIL|LOW_RES,217,270,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tablewear/flatware/ANASTASIA%20Set.png
3983,storage,"ANATHEMA 82\"  DARK ASH WOOD CONSOLE",PASS,,1448,1086,0.485,0.740,0.740,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/3983/958abe53225878f8.png
3452,chandeliers,"AMINA 15\" PENDANT LANTERN",AT_RISK,LOW_RES,509,509,0.541,0.900,0.900,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/lighting/hanging/AMINA%2015in.png
3007,seating,"ARAMITA COTTON VELVET CHAIR",BROKEN,MEASURE_FAIL|LOW_RES,227,221,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/chair-lounge/ARAMITA%20Chair%200.png
767,seating,"ANTONIO BLACK LEATHER BUTTERFLY CHAIR",BROKEN,MEASURE_FAIL|LOW_RES,220,270,0.984,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/chair-lounge/ANTONIO%20Chair%200.png
3146,bars,"AMISA MIDNIGHT BAR",PASS,,1260,1260,0.485,1.150,1.186,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/3146/f0aaf4ee6c705ee2.png
MANUAL-419858c7,bars,"AMBROSE MAHOGANY COMMUNITY COCKTAIL TABLE",AT_RISK,LOW_RES,800,600,0.639,0.890,0.890,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/MANUAL-419858c7/52399f87b4acbbab.png
2816,bars,"ARCUS BEVIN 12' SLATTED BAR",PASS,,1448,1086,0.454,0.940,0.940,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/2816/3251974b8d77d205.png
2814,bars,"ARCUS LEVAR 12' BLACK TAMBOUR BAR",AT_RISK,OPAQUE_BG,1448,1086,0.414,0.929,0.929,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/2814/d81cf9481c10c0a7.png
2813,bars,"ARCUS CALVIN 12' SMOOTH BAR",PASS,,1448,1086,0.434,0.924,0.924,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/2813/bb528f3503b674ce.png
3451,chandeliers,"ARDELIA 24\" PENDANT LANTERN",BROKEN,MEASURE_FAIL|LOW_RES,139,270,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/lighting/hanging/ARDELIA%2024in.png
3054,bars,"ARCUS RYANN 12' WHITE TAMBOUR BAR",PASS,,1448,1086,0.357,1.013,1.013,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/3054/60d6be91eea58a61.png
833,furs-pelts,"ARWYN SHEEPSKIN FUR",AT_RISK,LOW_RES,800,600,0.462,0.750,0.679,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/inventory/FURS-PELTS/ARWYN Sheepskin.png
3006,seating,"ANTONELLA COTTON VELVET SOFA",BROKEN,MEASURE_FAIL|LOW_RES,343,201,0.990,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/sofa/ANTONELLA%20Loveseat%200.png
4041,large-decor,"ARIUS CHANDELIER STAND",BROKEN,MEASURE_FAIL|LOW_RES,126,289,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/largedecor/ARIUS%20Stand.png
3323,serveware,"ARTAX HORSE NAPKIN RING",BROKEN,MEASURE_FAIL|LOW_RES,199,206,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/serveware/ARTAX%20Napkin%20Ring.png
3387,tableware,"ASTRID ROSE QUARTZ FLATWARE",BROKEN,MEASURE_FAIL|LOW_RES,225,287,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tablewear/flatware/ASTRID%20Set.png
3822,seating,"ARTESIA CHAIR",BROKEN,MEASURE_FAIL|LOW_RES,261,283,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/chair-lounge/ARTESIA%20Chair%200.png
4024,styling,"ASHURA 5\" RUSTIC TERRACOTTA VASE",BROKEN,MEASURE_FAIL|LOW_RES,161,178,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/ASHURA%20Rustic%20Vase.png
MANUAL-dcb8f39c,seating,"AUGUSTA TAUPE VELVET SOFA",AT_RISK,LOW_RES,800,600,0.533,0.867,0.867,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/MANUAL-dcb8f39c/b9b573aa7267d13e.png
2540,bars,"ARCUS TAVION 12' NATURAL TAMBOUR BAR",PASS,,1282,1282,0.295,1.150,1.182,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/2540/1c2040f323b1dc38.png
1630,rugs,"ATLAS 8X10 TURKISH RUG",BROKEN,MEASURE_FAIL|OPAQUE_BG|LOW_RES,381,273,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/rugs/ATLAS%208x10%20Rug%200.png
2938,tableware,"ARIAN ANTIQUE SILVER FLATWARE",BROKEN,MEASURE_FAIL|LOW_RES,186,285,0.995,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tablewear/flatware/ARIAN%20Set.png
3190,seating,"AUSET LINEN BANQUETTE",BROKEN,MEASURE_FAIL|LOW_RES,379,212,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/specialty/AUSET%20Banquette%200.png
3027,seating,"AVALON IRON + LINEN BENCH",BROKEN,MEASURE_FAIL|LOW_RES,303,134,0.997,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/bench/AVALON%20Bench%200.png
3229,styling,"AUSKIN LEATHER BASKETS",BROKEN,MEASURE_FAIL|LOW_RES,358,247,0.996,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/AUSKIN%20leather%20basket%200.png
3714,seating,"AVIANA BOTANICAL LINEN SOFA",BROKEN,MEASURE_FAIL|LOW_RES,393,226,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/sofa/AVIANA%20Linen%20Sofa%200.png
2254,pillows-throws,"B/W YARN DETAIL LUMBAR OVERSIZE",AT_RISK,LOW_RES,400,300,0.385,0.750,0.744,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/_squarespace/3b3f33983d_BW_Yarn_Oversize.png
161,seating,"AXEL BAR STOOL",PASS,,1010,1010,0.465,0.700,0.671,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/161/e7a934ea7a9f8e1b.png
3716,seating,"AZALEA BOTANICAL VELVET CHAIR",BROKEN,MEASURE_FAIL|LOW_RES,364,270,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/chair-lounge/AZALEA%20Velvet%20Chair%200.png
2113,styling,"BALSLEY VINTAGE STEP LADDER",BROKEN,MEASURE_FAIL|LOW_RES,144,286,0.997,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/BALSLEY%20Ladder.png
815,styling,"BAMBI NATURAL ANTLER RACK",BROKEN,LOW_RES|CLAMP_MASSIVE,243,243,0.612,0.750,0.517,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/BAMBI%20Antler%20Rack%201.png
2884,seating,"BARD DECONSTRUCTED LEATHER CHAIR",BROKEN,MEASURE_FAIL|LOW_RES,242,287,0.996,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/chair-lounge/BARD%20Chair%200.png
3107,tables,"BARTOLO BLACK TAMBOUR COLUMNS",BROKEN,MEASURE_FAIL|LOW_RES,248,289,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/columns-pedestals/BARTOLO%20Set%200.png
MANUAL-cc086954,tables,"AVINASH OAK COMMUNITY COCKTAIL TABLE",AT_RISK,LOW_RES,800,600,0.626,0.824,0.824,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/MANUAL-cc086954/879bb6b352731404.png
4010,serveware,"BAYLON BLACK BEVERAGE TUB",BROKEN,MEASURE_FAIL|LOW_RES,277,179,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/serveware/BAYLON%20Beverage%20Tub.png
2919,storage,"BEATRICE ANTIQUE LIGHT WOOD CABINET",BROKEN,MEASURE_FAIL|LOW_RES,161,284,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/storage/BEATRICE%200.png
aya-16th-century-wooden-doors,large-decor,"AYA 16TH CENTURY WOODEN DOORS",BROKEN,MEASURE_FAIL|OPAQUE_BG|LOW_RES,172,261,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/largedecor/AYA%20Door%201.png
4136,styling,"BEAUFORT VINTAGE RIDING HELMET",BROKEN,MEASURE_FAIL|LOW_RES,247,233,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/BEAUFORT%20Riding%20Helmet.png
3192,pillows-throws,"BEIGE EMBROIDERED OVERSIZE PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,299,257,0.993,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Beige%20Embroidered.png
2223,pillows-throws,"BEIGE HALF LEATHER PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,271,243,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Beige%20Half%20Leather.png
2224,pillows-throws,"BEIGE LINEN PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,285,237,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Beige%20Linen.png
3222,serveware,"BAY MIDNIGHT BLUE TRAY",BROKEN,MEASURE_FAIL|LOW_RES,363,171,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/serveware/BAY%20Tray.png
786,bars,"BARCLAY CONCRETE & SPLIT WOOD TASTING BAR",PASS,,1311,1311,0.272,1.150,1.182,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/786/91c5b3340718b58d.png
3101,pillows-throws,"BEIGE SABRA PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,289,271,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Beige%20Sabra.png
3365,tableware,"BELISSA",BROKEN,MEASURE_FAIL|LOW_RES,394,290,0.982,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tablewear/dinnerware/BELISSA%20Set.png
2477,pillows-throws,"BEIGE VELVET PILLOW",BROKEN,LOW_RES|CLAMP_MASSIVE,274,274,0.752,0.750,0.576,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/textiles/beige-velour-pillow/01-Beige_Velour.png
3004,seating,"BENECIO LEATHER KNIT CHAIR",BROKEN,MEASURE_FAIL|LOW_RES,247,235,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/chair-lounge/BENECIO%20Chair%200.png
1928,storage,"BERKSHIRE WOOD SHELF",AT_RISK,LOW_RES,270,288,0.922,0.723,0.723,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/storage/BERKSHIRE%20Shelf%200.png
live-bettie-blue-hourglass,styling,"BETTIE BLUE HOURGLASS",BROKEN,MEASURE_FAIL|LOW_RES,97,249,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/BETTIE%20Hourglass.png
3308,styling,"BEREN ASSORTED BOOKS",BROKEN,MEASURE_FAIL|LOW_RES,252,199,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/BEREN%20Blue%20and%20White%20Books.png
3925,large-decor,"BELLOW WHITE CORRUGATED WALLS",BROKEN,MEASURE_FAIL|LOW_RES,400,133,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/largedecor/BELLOW%203'%20Partition%201.png
3092,pillows-throws,"BLACK BROWN PLAID PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,305,269,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Black%20Cream%20Dimensional.png
1968,styling,"BILL VINTAGE CROSS COUNTRY SKI PAIR",BROKEN,MEASURE_FAIL|LOW_RES,52,284,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/Bill%20Cross%20Country%20Skis%200.png
2393,pillows-throws,"BLACK HIDE LUMBAR PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,310,179,0.959,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Black%20Hide%20Lumbar.png
2616,tables,"BERGHARD TRUNK SIDE TABLE",BROKEN,MEASURE_FAIL|LOW_RES,216,240,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/side-tables/BERGHARD%20Side%20Table%200.png
3060,bars,"BEAUREGARD NATURAL TAMBOUR BAR",PASS,,1275,1275,0.485,1.150,1.186,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/inventory/3060/456edbb3d74ceee5.png
2230,pillows-throws,"BLACK LEATHER LUMBAR PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,296,267,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Black%20Leather%20Latice.png
4158,pillows-throws,"BLACK LEATHER WOVEN PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,264,264,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Black%20Leather%20Woven.png
4152,pillows-throws,"BLACK LEATHER LATTICE PILLOW",BROKEN,LOW_RES|CLAMP_MASSIVE,800,600,0.660,0.750,0.568,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/squarespace-mirror/textiles/black-leather-lattice-pillow/01-Black_Leather_Lattice.png
4150,pillows-throws,"BLACK LEATHER STUDDED LUMBAR PILLOW",BROKEN,LOW_RES|CLAMP_MASSIVE,800,600,0.617,0.750,0.588,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/inventory/inventory/PILLOWS/Black Leather Stud.png
3540,large-decor,"BLAZE 48\" RECTANGLE WEATHERED STEEL FIREPIT",AT_RISK,LOW_RES,800,600,0.747,0.759,0.759,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/largedecor/BLAZE%2048%20Firepit.png
4156,pillows-throws,"BLACK WHITE ABSTRACT FUR PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,304,293,0.990,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Black%20White%20Abstract%20Fur.png
676,seating,"BLANC WHITE & GREY COW HIDE OTTOMAN",BROKEN,MEASURE_FAIL|LOW_RES,231,226,0.983,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/seating/ottoman/BLANC%20Ottoman%200.png
3486,styling,"BLACK TOURMALINE WITH ACRYLIC STAND",BROKEN,MEASURE_FAIL|LOW_RES,302,160,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/styling/BLACK%20Tourmaline.png
3035,pillows-throws,"BLUE LIGHT STRIPE PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,242,260,0.988,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Light%20Stripe.png
2782,pillows-throws,"BLUE DENIM LEATHER BUCKLE PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,257,241,0.996,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Denim%20Buckle.png
2484,pillows-throws,"BLUE LIGHT VELVET BURNOUT  PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,251,228,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Light%20Velvet%20Burnout%20Pillow.png
3090,pillows-throws,"BLUE LIGHT VELVET LUMBAR PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,320,179,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Light%20Velvet%20Lumbar.png
2388,pillows-throws,"BLUE NATIVE X PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,233,215,0.996,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Native%20X.png
3091,pillows-throws,"BLUE LIGHT VELVET PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,264,264,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Light%20Velvet%20Pillow.png
4151,pillows-throws,"BLACK LEATHER SILVER LINE LUMBAR PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,379,218,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Black%20Leather%20Line%20Lumbar.png
3196,pillows-throws,"BLUE OMBRE FRINGE LUMBAR",BROKEN,MEASURE_FAIL|LOW_RES,377,188,0.986,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Ombre%20Oversize%20Lumbar.png
2235,pillows-throws,"BLUE NATIVE PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,276,257,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Native.png
2427,pillows-throws,"BLUE VELVET BROCADE LUMBAR PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,355,205,0.997,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Velvet%20Brocade%20Lumbar.PNG
2413,pillows-throws,"BLUE RED NATIVE PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,286,254,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Red%20Native.png
3195,pillows-throws,"BLUE OMBRE FRINGE PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,308,271,0.996,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Ombre%20Oversize.png
3100,pillows-throws,"BLUE TURQUOISE SABRA PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,253,261,0.996,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Turquoise%20Sabra.png
3098,pillows-throws,"BLUE SABRA PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,281,258,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Sabra.png
2856,pillows-throws,"BLUE VELVET FRINGE LUMBAR PILLOW",BROKEN,MEASURE_FAIL|LOW_RES,306,188,0.997,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/PILLOWS/Blue%20Velvet%20Fringe%20Lumbar.png
3031,tables,"BOULDER 36\" COFFEE TABLE",BROKEN,MEASURE_FAIL|LOW_RES,306,127,1.000,,,https://wdyfavzfquegrxklcpmq.supabase.co/storage/v1/object/public/incoming-photos/tables/coffeetables/BOULDER%2048%20Coffee%20Table.png
